regime,symbol,alpha_name,fold,start_time,end_time,observations,active_observations,fold_ic,fold_ic_observations,fold_sharpe,fold_return,fold_pnl_sum,fold_turnover,fold_max_drawdown
trending,BTCUSDT,A01_ts_momentum_48,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.013989042427202076,483,-1.0377295103621582,-0.09685572655933827,-0.0860812411219816,0.11933644220762053,-0.3159383133507765
trending,BTCUSDT,A01_ts_momentum_48,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.05101088991745839,483,-0.14060380633139583,-0.02314765517958106,-0.010582216240317459,0.11438469957494958,-0.1681249010866196
trending,BTCUSDT,A01_ts_momentum_48,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.010875976890664406,483,-0.4634514317267828,-0.023257669087469623,-0.01951664967586641,0.10661498841968343,-0.10295283201100558
trending,BTCUSDT,A01_ts_momentum_48,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.007294056467457344,481,-5.486398530828377,-0.24327096235696632,-0.2730371315364806,0.1315483413738813,-0.3339465415229904
trending,BTCUSDT,A01_ts_momentum_72,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.02305433592862617,483,1.034107046836799,0.06573025796712195,0.0758153838273849,0.0966520652334827,-0.11662931040069768
trending,BTCUSDT,A01_ts_momentum_72,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.008237426723629506,483,-0.7469448602395248,-0.06267409128318069,-0.05327203817105591,0.1323344215155598,-0.26792470925313083
trending,BTCUSDT,A01_ts_momentum_72,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.0306885849021227,483,-0.3609379135704263,-0.04443950433371702,-0.029805900441978214,0.10061387497537762,-0.2767324447927161
trending,BTCUSDT,A01_ts_momentum_72,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.04493063177084817,483,-0.7503541897974725,-0.07216739540498507,-0.06025143800777306,0.1288902421178573,-0.20315003866475634
trending,BTCUSDT,A01_ts_momentum_72,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.013954727300196177,483,-1.9312125193506071,-0.08769306269247834,-0.0871408265388978,0.10111902367957833,-0.17028550084535177
trending,BTCUSDT,A01_ts_momentum_72,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.013309777371488514,481,-4.4755918241754475,-0.2074825937987157,-0.22665000777315214,0.11969978087984287,-0.3104834505930457
trending,BTCUSDT,A01_ts_momentum_120,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.017504017071564907,483,-0.6384673737470224,-0.06276683729613997,-0.05053463748403772,0.11672832107034908,-0.18344052716271786
trending,BTCUSDT,A01_ts_momentum_120,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.05096963714096752,483,1.8797305070164423,0.13379391001600882,0.1376335270487127,0.12549110363005872,-0.16812000722115017
trending,BTCUSDT,A01_ts_momentum_120,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.00845228798356635,483,-1.079043232788576,-0.1070345160632864,-0.09531177940583718,0.09987701124043513,-0.3411517446915938
trending,BTCUSDT,A01_ts_momentum_120,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.042512673183760105,483,-1.271683219043788,-0.11798401469612219,-0.10885778757962572,0.1331918126466303,-0.20796800546716188
trending,BTCUSDT,A01_ts_momentum_120,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.013729329217168023,483,0.024435368357236427,-0.0027395892348802686,0.000992186119374034,0.09685413718061667,-0.12211942214772553
trending,BTCUSDT,A01_ts_momentum_120,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.001287697438494559,481,-4.939941159685842,-0.22382709428009973,-0.2475978780640759,0.12208848535535323,-0.31280941536797857
trending,BTCUSDT,A16_momentum_ensemble,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.03764565665025985,483,1.453964470989888,0.09679234331206477,0.10396580247514346,0.07363120347601056,-0.11393914630713053
trending,BTCUSDT,A16_momentum_ensemble,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.03233729328085289,483,1.6827530749689315,0.10558136010683694,0.1099698450921165,0.09260437697787807,-0.16341773149239114
trending,BTCUSDT,A16_momentum_ensemble,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.014914460247361332,483,-0.06708532681526656,-0.018099471477991513,-0.005084645241126173,0.08842977305575841,-0.25752984509960164
trending,BTCUSDT,A16_momentum_ensemble,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.042141400127239985,483,0.10412394119221431,-0.004372669438506338,0.007562326766830531,0.09843226777880855,-0.1660646178025904
trending,BTCUSDT,A16_momentum_ensemble,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.00674485337524811,483,1.0596590783137372,0.03620459651576491,0.03856034398745154,0.07145603188933211,-0.08544306962809933
trending,BTCUSDT,A16_momentum_ensemble,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.005704861971534855,481,-4.447744297207787,-0.1791681915830038,-0.19311331348615063,0.09459671529720058,-0.2825892581623022
trending,BTCUSDT,A02_ema_distance_20,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.08005117568475023,483,1.842693888181466,0.1246425612500528,0.1284844790964294,0.07319004056560173,-0.07837089596967073
trending,BTCUSDT,A02_ema_distance_20,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.05798476640718206,483,1.6888905934320153,0.07766955185937063,0.07983079661881842,0.07755037797822262,-0.11007833173756643
trending,BTCUSDT,A02_ema_distance_20,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.016645465160993054,483,-0.9444190358118097,-0.05277381506401968,-0.048284052908092706,0.09832905378397405,-0.22099790968466548
trending,BTCUSDT,A02_ema_distance_20,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.007259083119796495,483,-1.530442978071074,-0.07980612805394105,-0.07736037772330137,0.09290473381985485,-0.17305469890336134
trending,BTCUSDT,A02_ema_distance_20,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.004159213006097681,483,-0.8823323428914481,-0.027402074361744466,-0.02584121357163023,0.07796767309920652,-0.0891314464770605
trending,BTCUSDT,A02_ema_distance_20,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.022919357010101612,481,-2.9563432456518863,-0.09606708465562652,-0.09847635150254534,0.07662486279603772,-0.20191271879789463
trending,BTCUSDT,A02_ema_distance_50,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.06117943018775297,483,2.1444720811912306,0.16132412948918762,0.16261015112156696,0.06768004826021617,-0.09743579609891184
trending,BTCUSDT,A02_ema_distance_50,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.04171928951525959,483,2.135952638484838,0.12682400789907922,0.12740355377230797,0.0790917557422809,-0.13858596877452667
trending,BTCUSDT,A02_ema_distance_50,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.01009109280100578,483,-0.5466938634296639,-0.04784544434346272,-0.037990070809283905,0.09486797842872007,-0.2695771360876237
trending,BTCUSDT,A02_ema_distance_50,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.020708878095036354,483,-0.570528706592306,-0.047086141127924974,-0.038108611418801105,0.0914632652378485,-0.1932183332467723
trending,BTCUSDT,A02_ema_distance_50,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.008838884879624961,483,0.4401130027999804,0.012939517667468703,0.015757280911198532,0.07197183829797507,-0.09376847423578616
trending,BTCUSDT,A02_ema_distance_50,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.017150181186197037,481,-2.874120817872966,-0.11854425598837282,-0.12207654899950258,0.08302315002412973,-0.24624843346323888
trending,BTCUSDT,A02_ema_distance_100,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.05066250877298261,483,1.9700936465977104,0.14445115799616226,0.14767759217593937,0.07032367060585533,-0.09980833420674595
trending,BTCUSDT,A02_ema_distance_100,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.038459704431632075,483,1.743717721818966,0.10735320443264618,0.11109316295232796,0.09235801448289552,-0.14374322987660038
trending,BTCUSDT,A02_ema_distance_100,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.014340142314894637,483,-0.1843054121894584,-0.026874543814453977,-0.01400577315559931,0.09001182868047836,-0.26638484105722304
trending,BTCUSDT,A02_ema_distance_100,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.03129209164112327,483,-0.43637037956217695,-0.04215910285224933,-0.03136214945950126,0.10275660939466462,-0.17960101915515136
trending,BTCUSDT,A02_ema_distance_100,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.0063647778153144334,483,0.8798000950155903,0.0294368011570032,0.032005773354207546,0.06820072583807953,-0.09411105508255535
trending,BTCUSDT,A02_ema_distance_100,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.008898328805679548,481,-3.433882794669073,-0.14557361749972997,-0.1528087232188956,0.09096882472920653,-0.26719350123398766
trending,BTCUSDT,A03_donchian_breakout_20,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.07019270197148704,483,-0.2062392225827274,-0.009673347692957246,-0.0070566266680344245,0.04948440314803694,-0.06123536547493613
trending,BTCUSDT,A03_donchian_breakout_20,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.13556322753380326,483,0.5342937636660307,0.009986210889967317,0.010866447071549507,0.05741417920470007,-0.04933519505663142
trending,BTCUSDT,A03_donchian_breakout_20,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.056987414978811206,483,-1.262842988854175,-0.021801120762730775,-0.0213943761135852,0.05516586773845041,-0.03688154451665293
trending,BTCUSDT,A03_donchian_breakout_20,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,-0.055313045958291084,483,-4.596331473388612,-0.07652769872217835,-0.07893817259627786,0.0582868860873733,-0.08536622562490204
trending,BTCUSDT,A03_donchian_breakout_20,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.0481439749274143,483,-4.590919256446706,-0.05108772004989892,-0.05214365199247492,0.049904390455628694,-0.05767099856720004
trending,BTCUSDT,A03_donchian_breakout_20,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.0209077752246734,481,-7.328587043007699,-0.07148912710192412,-0.07393528278172831,0.04204390461319828,-0.08040370115909823
trending,BTCUSDT,A08_trend_quality,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.022504503632797643,483,1.366802953617053,0.03726335975195205,0.03837007181334505,0.019419708878936733,-0.0351367681620498
trending,BTCUSDT,A08_trend_quality,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.08105759908453278,483,3.482063370048485,0.09548379138393703,0.09280687115696923,0.018185568077776156,-0.03625161556068146
trending,BTCUSDT,A08_trend_quality,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.03237200752501388,483,-0.01849502470296424,-0.0021560247943451794,-0.0004990749116147129,0.02277555362346708,-0.08707436101155319
trending,BTCUSDT,A08_trend_quality,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.05195234645011238,483,0.38659574834462007,0.007639257904060726,0.00877607968390684,0.021796656046727945,-0.05409864654478469
trending,BTCUSDT,A08_trend_quality,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.025983584474427328,483,1.8885936967837582,0.02100643933599433,0.021071452643324193,0.013177455223943894,-0.021174662899856367
trending,BTCUSDT,A08_trend_quality,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.04209111997427039,481,0.6178162059012227,0.009001997271441464,0.009498407691290248,0.015439611537201138,-0.05272940425820316
trending,BTCUSDT,A09_efficiency_ratio_20,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,0.06110705873426181,483,1.660758853526525,0.08443151771585322,0.08731971458138499,0.05614765952992191,-0.07862642571854306
trending,BTCUSDT,A09_efficiency_ratio_20,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,0.05303892244460911,483,1.186670566709913,0.04407021141292233,0.046611750862767636,0.05949168104219119,-0.0952341993875675
trending,BTCUSDT,A09_efficiency_ratio_20,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.003422847960129472,483,-0.9183279053363694,-0.04616353529082329,-0.04241249188331289,0.07528934624924817,-0.19325776284236929
trending,BTCUSDT,A09_efficiency_ratio_20,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.014750096722159706,483,-1.2141843276654147,-0.0547665111938328,-0.05213738523845242,0.06724852623343616,-0.14116640310636308
trending,BTCUSDT,A09_efficiency_ratio_20,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.0013508658296983896,483,-0.2643176759595253,-0.007464255358346494,-0.006232572815868125,0.05719217953221725,-0.06313260533066134
trending,BTCUSDT,A09_efficiency_ratio_20,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.026458965763940853,481,-1.9918513635143276,-0.05896708792833727,-0.058798136590449454,0.05728587365641975,-0.15717728572878464
trending,BTCUSDT,A04_short_reversion_1,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.04835272022125594,483,-4.634952782562122,-0.2298416333372426,-0.2542799779577278,0.20938061008880768,-0.22999756906633162
trending,BTCUSDT,A04_short_reversion_1,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.06843347968378811,483,-9.960928062756592,-0.22936281278378612,-0.2589268800287361,0.20654097018628279,-0.2439208291771373
trending,BTCUSDT,A04_short_reversion_1,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,0.006268975906243177,483,-5.050869818880518,-0.22641912098245875,-0.2510117473335209,0.21614297192084445,-0.2630931934024414
trending,BTCUSDT,A04_short_reversion_1,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.04045870971821663,483,-5.994530762287423,-0.2394332862088514,-0.26903767898166303,0.21452452977867933,-0.23947538017334546
trending,BTCUSDT,A04_short_reversion_1,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.06946214732590533,483,-10.063971757145907,-0.26091014534789336,-0.30020858908302883,0.1938848766364122,-0.2672179583536518
trending,BTCUSDT,A04_short_reversion_1,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.046185307654223746,481,-9.393432483650159,-0.3238995276213169,-0.3873378225424918,0.23734342591383367,-0.3231570745460204
trending,BTCUSDT,A04_short_reversion_2,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.05917385129382412,483,-5.754405858531175,-0.23494352680095354,-0.2629360975014903,0.15620301206432927,-0.235484338153934
trending,BTCUSDT,A04_short_reversion_2,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.08421693510465615,483,-7.335386476598541,-0.2016636177217631,-0.2230439848531599,0.1505692233742096,-0.2177051993903052
trending,BTCUSDT,A04_short_reversion_2,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.049357939513697845,483,-4.383202003066122,-0.19681266357193117,-0.2137296087134137,0.14435556069108696,-0.21224488553866416
trending,BTCUSDT,A04_short_reversion_2,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.00739672123443555,483,-4.582271270949119,-0.1961585697888628,-0.21338103287594823,0.16623872220888086,-0.21079183866396123
trending,BTCUSDT,A04_short_reversion_2,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.027450883954067126,483,-4.9448876613948975,-0.15050651357044387,-0.16068038298755177,0.1504589797597496,-0.17528844794355714
trending,BTCUSDT,A04_short_reversion_2,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.04345414719570785,481,-6.792077301797847,-0.25465234700916706,-0.2896316318209846,0.17868770762708935,-0.2585398704505729
trending,BTCUSDT,A04_short_reversion_3,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.09345473017958189,483,-5.427484426741488,-0.23898433973000854,-0.2674264339878441,0.12415906396750102,-0.23953031197344044
trending,BTCUSDT,A04_short_reversion_3,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.08574827499572503,483,-5.955266604238291,-0.16713738213321794,-0.18073528315345938,0.12390471032096934,-0.1811064520603456
trending,BTCUSDT,A04_short_reversion_3,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.0737796613277786,483,-3.4330083083264444,-0.19652297385412776,-0.21018516819149563,0.12422571985791737,-0.2273946914222058
trending,BTCUSDT,A04_short_reversion_3,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.04286382138388995,483,-1.9599733006403437,-0.10339415729165324,-0.10288568416754854,0.13390318746212704,-0.1537315704541834
trending,BTCUSDT,A04_short_reversion_3,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.02244068564981257,483,-3.858534420246092,-0.1255622921079571,-0.1315072327521817,0.125674970313003,-0.15065638629177425
trending,BTCUSDT,A04_short_reversion_3,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.031208211592408584,481,-5.688638025769938,-0.2332241992711951,-0.2606574262908818,0.15200219439603044,-0.2573363717804077
trending,BTCUSDT,A04_short_reversion_6,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.10789893709434248,483,-4.1331220401264455,-0.215799025326325,-0.2355924800465688,0.09109139474406101,-0.22504033583886374
trending,BTCUSDT,A04_short_reversion_6,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.06796684791918553,483,-3.732680224804832,-0.12700131922672342,-0.13289522090386635,0.09341358862532768,-0.1503653923640017
trending,BTCUSDT,A04_short_reversion_6,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.029637585286606677,483,-1.3740739182017623,-0.08507185051481259,-0.08102445273712326,0.09422607289006217,-0.15682732505478125
trending,BTCUSDT,A04_short_reversion_6,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.06788270226301077,483,-0.2409954435039262,-0.019558863837765728,-0.013087542279700569,0.099536523795555,-0.06549040056173239
trending,BTCUSDT,A04_short_reversion_6,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,-0.007744911785861203,483,-2.7429362391509478,-0.09712742124063012,-0.09918622183223197,0.09418910311498571,-0.12760545368120513
trending,BTCUSDT,A04_short_reversion_6,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.015262743110269443,481,-4.040452930067891,-0.17183619677921425,-0.18376341558267822,0.11699659385969831,-0.18828090551124743
trending,BTCUSDT,A05_bollinger_reversion_20,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.07649350554496571,483,-2.8609511633606943,-0.1642672891458956,-0.17123425439231676,0.08824598947373496,-0.1881056281591752
trending,BTCUSDT,A05_bollinger_reversion_20,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.054320175539301074,483,-2.4775493841175247,-0.09845304338421679,-0.09991735035450441,0.09284008934887393,-0.14890067814815955
trending,BTCUSDT,A05_bollinger_reversion_20,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.010683625049155472,483,-1.5148345066661697,-0.09777706743672065,-0.09409391077144513,0.07403389693848927,-0.18962795117294728
trending,BTCUSDT,A05_bollinger_reversion_20,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,-0.005728933180897064,483,-1.655250924651917,-0.10055599288058348,-0.09800532507228751,0.07528924978371616,-0.14114346298933012
trending,BTCUSDT,A05_bollinger_reversion_20,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.003866868325163945,483,-1.6184806104817593,-0.07197340102113636,-0.07038432105607335,0.10252529018526527,-0.11853843714231893
trending,BTCUSDT,A05_bollinger_reversion_20,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,0.008048234021780547,481,-3.3120776033233743,-0.15886792119646154,-0.16713871158103574,0.10659842426065248,-0.19036227858884636
trending,BTCUSDT,A06_rsi_reversion_14,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.06667610860867185,483,-2.2779098314165007,-0.18160928442425806,-0.1853118941745615,0.09537693915216,-0.21939391998462932
trending,BTCUSDT,A06_rsi_reversion_14,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.042618697092472214,483,-1.1532733155008854,-0.058976612866701306,-0.05550194178389227,0.0892858668517351,-0.13260981955870144
trending,BTCUSDT,A06_rsi_reversion_14,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.0029670132318055263,483,-0.9480258810185836,-0.08097279210306774,-0.07145640256366903,0.08073311185754481,-0.2239526594504717
trending,BTCUSDT,A06_rsi_reversion_14,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,-0.014724349339898924,483,-1.3698093566956773,-0.1111670452912713,-0.10457123715525993,0.08343416632873431,-0.1665919299892259
trending,BTCUSDT,A06_rsi_reversion_14,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,0.010234799599260826,483,-0.5808080480933594,-0.03639731194367135,-0.030719273660781345,0.12088893053069476,-0.11108940287463076
trending,BTCUSDT,A06_rsi_reversion_14,6,2026-01-14 12:00:00+00:00,2026-09-10 20:00:00+00:00,481,483,-0.006481590626404642,481,-2.9833240699738433,-0.19511867081700207,-0.2060637753252791,0.10913705828241105,-0.24047479644091385
trending,BTCUSDT,A17_mean_reversion_ensemble,1,2022-10-09 04:00:00+00:00,2023-06-06 12:00:00+00:00,483,483,-0.09128898358798213,483,-4.550471379131462,-0.20816132248892738,-0.2275913649323344,0.09871074604124282,-0.21319667103632844
trending,BTCUSDT,A17_mean_reversion_ensemble,2,2023-06-06 12:00:00+00:00,2024-01-26 16:00:00+00:00,483,483,-0.07684736195297896,483,-4.034995618054513,-0.11595903607476477,-0.12116955062827875,0.09446042877487738,-0.13923560546983227
trending,BTCUSDT,A17_mean_reversion_ensemble,3,2024-01-26 16:00:00+00:00,2024-09-21 00:00:00+00:00,483,483,-0.028472303920644287,483,-2.2290354641852894,-0.11814223322280604,-0.11919784928446958,0.088220511750031,-0.18595291612123044
trending,BTCUSDT,A17_mean_reversion_ensemble,4,2024-09-21 00:00:00+00:00,2025-05-31 00:00:00+00:00,483,483,0.021471382561763785,483,-2.1869244226848266,-0.10120571326058347,-0.101785409261417,0.09714093168317917,-0.14319573700902777
trending,BTCUSDT,A17_mean_reversion_ensemble,5,2025-05-31 00:00:00+00:00,2026-01-14 12:00:00+00:00,483,483,5.829908833105406e-05,483,-3.0192528595815578,-0.10208310251646247,-0.10491391662560523,0.10691088966610338,-0.12680678543642343
