open_time,equity
2025-02-05 16:00:00+00:00,4979.610957199282
2025-02-05 20:00:00+00:00,4979.610957199282
2025-02-06 00:00:00+00:00,4979.610957199282
2025-02-06 04:00:00+00:00,4979.610957199282
2025-02-06 08:00:00+00:00,4979.610957199282
2025-02-06 12:00:00+00:00,4979.610957199282
2025-02-06 16:00:00+00:00,4979.610957199282
2025-02-06 20:00:00+00:00,4979.610957199282
2025-02-07 00:00:00+00:00,4979.610957199282
2025-02-07 04:00:00+00:00,4979.610957199282
2025-02-07 08:00:00+00:00,4979.610957199282
2025-02-07 12:00:00+00:00,4979.610957199282
2025-02-07 16:00:00+00:00,4979.610957199282
2025-02-07 20:00:00+00:00,4979.610957199282
2025-02-08 00:00:00+00:00,4979.610957199282
2025-02-08 04:00:00+00:00,4979.610957199282
2025-02-08 08:00:00+00:00,4979.610957199282
2025-02-08 12:00:00+00:00,4979.610957199282
2025-02-08 16:00:00+00:00,4979.610957199282
2025-02-08 20:00:00+00:00,4979.610957199282
2025-02-09 00:00:00+00:00,4979.610957199282
2025-02-09 04:00:00+00:00,4979.610957199282
2025-02-09 08:00:00+00:00,4979.610957199282
2025-02-09 12:00:00+00:00,4979.610957199282
2025-02-09 16:00:00+00:00,4979.610957199282
2025-02-09 20:00:00+00:00,4979.610957199282
2025-02-10 00:00:00+00:00,4979.610957199282
2025-02-10 04:00:00+00:00,4979.610957199282
2025-02-10 08:00:00+00:00,4979.610957199282
2025-02-10 12:00:00+00:00,4979.610957199282
2025-02-10 16:00:00+00:00,4979.610957199282
2025-02-10 20:00:00+00:00,4979.610957199282
2025-02-11 00:00:00+00:00,4979.610957199282
2025-02-11 04:00:00+00:00,4979.610957199282
2025-02-11 08:00:00+00:00,4979.610957199282
2025-02-11 12:00:00+00:00,4979.610957199282
2025-02-11 16:00:00+00:00,4979.610957199282
2025-02-11 20:00:00+00:00,4979.610957199282
2025-02-12 00:00:00+00:00,4979.610957199282
2025-02-12 04:00:00+00:00,4979.610957199282
2025-02-12 08:00:00+00:00,4979.610957199282
2025-02-12 12:00:00+00:00,4979.610957199282
2025-02-12 16:00:00+00:00,4979.610957199282
2025-02-12 20:00:00+00:00,4979.610957199282
2025-02-13 00:00:00+00:00,4979.610957199282
2025-02-13 04:00:00+00:00,4979.610957199282
2025-02-13 08:00:00+00:00,4979.610957199282
2025-02-13 12:00:00+00:00,4979.610957199282
2025-02-13 16:00:00+00:00,4979.610957199282
2025-02-13 20:00:00+00:00,4979.610957199282
2025-02-14 00:00:00+00:00,4979.610957199282
2025-02-14 04:00:00+00:00,4979.610957199282
2025-02-14 08:00:00+00:00,4979.610957199282
2025-02-14 12:00:00+00:00,4979.610957199282
2025-02-14 16:00:00+00:00,4979.610957199282
2025-02-14 20:00:00+00:00,4979.610957199282
2025-02-15 00:00:00+00:00,4979.610957199282
2025-02-15 04:00:00+00:00,4979.610957199282
2025-02-15 08:00:00+00:00,4979.610957199282
2025-02-15 12:00:00+00:00,4979.610957199282
2025-02-15 16:00:00+00:00,4979.610957199282
2025-02-15 20:00:00+00:00,4979.610957199282
2025-02-16 00:00:00+00:00,4979.610957199282
2025-02-16 04:00:00+00:00,4979.610957199282
2025-02-16 08:00:00+00:00,4979.610957199282
2025-02-16 12:00:00+00:00,4979.610957199282
2025-02-16 16:00:00+00:00,4979.610957199282
2025-02-16 20:00:00+00:00,4979.610957199282
2025-02-17 00:00:00+00:00,4979.610957199282
2025-02-17 04:00:00+00:00,4979.610957199282
2025-02-17 08:00:00+00:00,4979.610957199282
2025-02-17 12:00:00+00:00,4979.610957199282
2025-02-17 16:00:00+00:00,4979.610957199282
2025-02-17 20:00:00+00:00,4979.610957199282
2025-02-18 00:00:00+00:00,4979.610957199282
2025-02-18 04:00:00+00:00,4979.610957199282
2025-02-18 08:00:00+00:00,4979.610957199282
2025-02-18 12:00:00+00:00,4979.610957199282
2025-02-18 16:00:00+00:00,4979.610957199282
2025-02-18 20:00:00+00:00,4979.610957199282
2025-02-19 00:00:00+00:00,4979.610957199282
2025-02-19 04:00:00+00:00,4979.610957199282
2025-02-19 08:00:00+00:00,4979.610957199282
2025-02-19 12:00:00+00:00,4979.610957199282
2025-02-19 16:00:00+00:00,4979.610957199282
2025-02-19 20:00:00+00:00,4979.610957199282
2025-02-20 00:00:00+00:00,4979.610957199282
2025-02-20 04:00:00+00:00,4979.610957199282
2025-02-20 08:00:00+00:00,4979.610957199282
2025-02-20 12:00:00+00:00,4979.610957199282
2025-02-20 16:00:00+00:00,4979.610957199282
2025-02-20 20:00:00+00:00,4979.610957199282
2025-02-21 00:00:00+00:00,4979.610957199282
2025-02-21 04:00:00+00:00,4979.610957199282
2025-02-21 08:00:00+00:00,4979.610957199282
2025-02-21 12:00:00+00:00,4979.610957199282
2025-02-21 16:00:00+00:00,4979.610957199282
2025-02-21 20:00:00+00:00,4979.610957199282
2025-02-22 00:00:00+00:00,4979.610957199282
2025-02-22 04:00:00+00:00,4979.610957199282
2025-02-22 08:00:00+00:00,4979.610957199282
2025-02-22 12:00:00+00:00,4979.610957199282
2025-02-22 16:00:00+00:00,4979.610957199282
2025-02-22 20:00:00+00:00,4979.610957199282
2025-02-23 00:00:00+00:00,4979.610957199282
2025-02-23 04:00:00+00:00,4979.610957199282
2025-02-23 08:00:00+00:00,4979.610957199282
2025-02-23 12:00:00+00:00,4979.610957199282
2025-02-23 16:00:00+00:00,4979.610957199282
2025-02-23 20:00:00+00:00,4979.610957199282
2025-02-24 00:00:00+00:00,4979.610957199282
2025-02-24 04:00:00+00:00,4979.610957199282
2025-02-24 08:00:00+00:00,4979.610957199282
2025-02-24 12:00:00+00:00,4979.610957199282
2025-02-24 16:00:00+00:00,4979.610957199282
2025-02-24 20:00:00+00:00,4979.610957199282
2025-02-25 00:00:00+00:00,4977.59132489655
2025-02-25 04:00:00+00:00,4977.25002508499
2025-02-25 08:00:00+00:00,4977.25002508499
2025-02-25 12:00:00+00:00,4977.25002508499
2025-02-25 16:00:00+00:00,4977.25002508499
2025-02-25 20:00:00+00:00,4977.25002508499
2025-02-26 00:00:00+00:00,4977.25002508499
2025-02-26 04:00:00+00:00,4977.25002508499
2025-02-26 08:00:00+00:00,4977.25002508499
2025-02-26 12:00:00+00:00,4977.25002508499
2025-02-26 16:00:00+00:00,4977.25002508499
2025-02-26 20:00:00+00:00,4977.25002508499
2025-02-27 00:00:00+00:00,4977.25002508499
2025-02-27 04:00:00+00:00,4977.25002508499
2025-02-27 08:00:00+00:00,4977.25002508499
2025-02-27 12:00:00+00:00,4977.25002508499
2025-02-27 16:00:00+00:00,4977.25002508499
2025-02-27 20:00:00+00:00,4977.25002508499
2025-02-28 00:00:00+00:00,4977.25002508499
2025-02-28 04:00:00+00:00,4977.25002508499
2025-02-28 08:00:00+00:00,4977.25002508499
2025-02-28 12:00:00+00:00,4977.25002508499
2025-02-28 16:00:00+00:00,4977.25002508499
2025-02-28 20:00:00+00:00,4977.25002508499
2025-03-01 00:00:00+00:00,4977.25002508499
2025-03-01 04:00:00+00:00,4977.25002508499
2025-03-01 08:00:00+00:00,4977.25002508499
2025-03-01 12:00:00+00:00,4977.25002508499
2025-03-01 16:00:00+00:00,4977.25002508499
2025-03-01 20:00:00+00:00,4977.25002508499
2025-03-02 00:00:00+00:00,4977.25002508499
2025-03-02 04:00:00+00:00,4977.25002508499
2025-03-02 08:00:00+00:00,4977.25002508499
2025-03-02 12:00:00+00:00,4977.25002508499
2025-03-02 16:00:00+00:00,4977.25002508499
2025-03-02 20:00:00+00:00,4977.25002508499
2025-03-03 00:00:00+00:00,4977.25002508499
2025-03-03 04:00:00+00:00,4977.25002508499
2025-03-03 08:00:00+00:00,4977.25002508499
2025-03-03 12:00:00+00:00,4977.25002508499
2025-03-03 16:00:00+00:00,4977.25002508499
2025-03-03 20:00:00+00:00,4977.25002508499
2025-03-04 00:00:00+00:00,4977.25002508499
2025-03-04 04:00:00+00:00,4977.25002508499
2025-03-04 08:00:00+00:00,4977.25002508499
2025-03-04 12:00:00+00:00,4977.25002508499
2025-03-04 16:00:00+00:00,4977.25002508499
2025-03-04 20:00:00+00:00,4977.25002508499
2025-03-05 00:00:00+00:00,4977.25002508499
2025-03-05 04:00:00+00:00,4977.25002508499
2025-03-05 08:00:00+00:00,4977.25002508499
2025-03-05 12:00:00+00:00,4977.25002508499
2025-03-05 16:00:00+00:00,4977.25002508499
2025-03-05 20:00:00+00:00,4977.25002508499
2025-03-06 00:00:00+00:00,4977.25002508499
2025-03-06 04:00:00+00:00,4977.25002508499
2025-03-06 08:00:00+00:00,4977.25002508499
2025-03-06 12:00:00+00:00,4977.25002508499
2025-03-06 16:00:00+00:00,4977.25002508499
2025-03-06 20:00:00+00:00,4977.25002508499
2025-03-07 00:00:00+00:00,4977.25002508499
2025-03-07 04:00:00+00:00,4977.25002508499
2025-03-07 08:00:00+00:00,4977.25002508499
2025-03-07 12:00:00+00:00,4977.25002508499
2025-03-07 16:00:00+00:00,4977.25002508499
2025-03-07 20:00:00+00:00,4977.25002508499
2025-03-08 00:00:00+00:00,4977.25002508499
2025-03-08 04:00:00+00:00,4977.25002508499
2025-03-08 08:00:00+00:00,4977.25002508499
2025-03-08 12:00:00+00:00,4977.25002508499
2025-03-08 16:00:00+00:00,4977.25002508499
2025-03-08 20:00:00+00:00,4977.25002508499
2025-03-09 00:00:00+00:00,4977.25002508499
2025-03-09 04:00:00+00:00,4977.25002508499
2025-03-09 08:00:00+00:00,4977.25002508499
2025-03-09 12:00:00+00:00,4977.25002508499
2025-03-09 16:00:00+00:00,4977.25002508499
2025-03-09 20:00:00+00:00,4977.25002508499
2025-03-10 00:00:00+00:00,4977.25002508499
2025-03-10 04:00:00+00:00,4977.25002508499
2025-03-10 08:00:00+00:00,4977.25002508499
2025-03-10 12:00:00+00:00,4977.25002508499
2025-03-10 16:00:00+00:00,4977.25002508499
2025-03-10 20:00:00+00:00,4977.25002508499
2025-03-11 00:00:00+00:00,4977.25002508499
2025-03-11 04:00:00+00:00,4977.25002508499
2025-03-11 08:00:00+00:00,4977.25002508499
2025-03-11 12:00:00+00:00,4977.25002508499
2025-03-11 16:00:00+00:00,4977.25002508499
2025-03-11 20:00:00+00:00,4977.25002508499
2025-03-12 00:00:00+00:00,4977.25002508499
2025-03-12 04:00:00+00:00,4977.25002508499
2025-03-12 08:00:00+00:00,4977.25002508499
2025-03-12 12:00:00+00:00,4977.25002508499
2025-03-12 16:00:00+00:00,4977.25002508499
2025-03-12 20:00:00+00:00,4977.25002508499
2025-03-13 00:00:00+00:00,4977.25002508499
2025-03-13 04:00:00+00:00,4977.25002508499
2025-03-13 08:00:00+00:00,4977.25002508499
2025-03-13 12:00:00+00:00,4977.25002508499
2025-03-13 16:00:00+00:00,4977.25002508499
2025-03-13 20:00:00+00:00,4977.25002508499
2025-03-14 00:00:00+00:00,4977.25002508499
2025-03-14 04:00:00+00:00,4977.25002508499
2025-03-14 08:00:00+00:00,4977.25002508499
2025-03-14 12:00:00+00:00,4977.25002508499
2025-03-14 16:00:00+00:00,4977.25002508499
2025-03-14 20:00:00+00:00,4977.25002508499
2025-03-15 00:00:00+00:00,4977.25002508499
2025-03-15 04:00:00+00:00,4977.25002508499
2025-03-15 08:00:00+00:00,4977.25002508499
2025-03-15 12:00:00+00:00,4977.25002508499
2025-03-15 16:00:00+00:00,4977.25002508499
2025-03-15 20:00:00+00:00,4977.25002508499
2025-03-16 00:00:00+00:00,4977.25002508499
2025-03-16 04:00:00+00:00,4977.25002508499
2025-03-16 08:00:00+00:00,4977.25002508499
2025-03-16 12:00:00+00:00,4977.25002508499
2025-03-16 16:00:00+00:00,4977.25002508499
2025-03-16 20:00:00+00:00,4977.25002508499
2025-03-17 00:00:00+00:00,4977.25002508499
2025-03-17 04:00:00+00:00,4977.25002508499
2025-03-17 08:00:00+00:00,4977.25002508499
2025-03-17 12:00:00+00:00,4977.25002508499
2025-03-17 16:00:00+00:00,4977.25002508499
2025-03-17 20:00:00+00:00,4977.25002508499
2025-03-18 00:00:00+00:00,4977.25002508499
2025-03-18 04:00:00+00:00,4977.25002508499
2025-03-18 08:00:00+00:00,4977.25002508499
2025-03-18 12:00:00+00:00,4977.25002508499
2025-03-18 16:00:00+00:00,4977.25002508499
2025-03-18 20:00:00+00:00,4977.25002508499
2025-03-19 00:00:00+00:00,4977.25002508499
2025-03-19 04:00:00+00:00,4977.25002508499
2025-03-19 08:00:00+00:00,4977.25002508499
2025-03-19 12:00:00+00:00,4977.25002508499
2025-03-19 16:00:00+00:00,4977.25002508499
2025-03-19 20:00:00+00:00,4977.25002508499
2025-03-20 00:00:00+00:00,4977.25002508499
2025-03-20 04:00:00+00:00,4977.25002508499
2025-03-20 08:00:00+00:00,4977.25002508499
2025-03-20 12:00:00+00:00,4977.25002508499
2025-03-20 16:00:00+00:00,4977.25002508499
2025-03-20 20:00:00+00:00,4977.25002508499
2025-03-21 00:00:00+00:00,4977.25002508499
2025-03-21 04:00:00+00:00,4977.25002508499
2025-03-21 08:00:00+00:00,4977.25002508499
2025-03-21 12:00:00+00:00,4977.25002508499
2025-03-21 16:00:00+00:00,4977.25002508499
2025-03-21 20:00:00+00:00,4977.25002508499
2025-03-22 00:00:00+00:00,4977.25002508499
2025-03-22 04:00:00+00:00,4977.25002508499
2025-03-22 08:00:00+00:00,4977.25002508499
2025-03-22 12:00:00+00:00,4977.25002508499
2025-03-22 16:00:00+00:00,4977.25002508499
2025-03-22 20:00:00+00:00,4977.25002508499
2025-03-23 00:00:00+00:00,4977.25002508499
2025-03-23 04:00:00+00:00,4977.25002508499
2025-03-23 08:00:00+00:00,4977.25002508499
2025-03-23 12:00:00+00:00,4977.25002508499
2025-03-23 16:00:00+00:00,4977.25002508499
2025-03-23 20:00:00+00:00,4977.25002508499
2025-03-24 00:00:00+00:00,4977.25002508499
2025-03-24 04:00:00+00:00,4977.25002508499
2025-03-24 08:00:00+00:00,4977.25002508499
2025-03-24 12:00:00+00:00,4977.25002508499
2025-03-24 16:00:00+00:00,4977.25002508499
2025-03-24 20:00:00+00:00,4977.25002508499
2025-03-25 00:00:00+00:00,4977.25002508499
2025-03-25 04:00:00+00:00,4977.25002508499
2025-03-25 08:00:00+00:00,4977.25002508499
2025-03-25 12:00:00+00:00,4977.25002508499
2025-03-25 16:00:00+00:00,4977.25002508499
2025-03-25 20:00:00+00:00,4977.25002508499
2025-03-26 00:00:00+00:00,4977.25002508499
2025-03-26 04:00:00+00:00,4977.25002508499
2025-03-26 08:00:00+00:00,4977.25002508499
2025-03-26 12:00:00+00:00,4977.25002508499
2025-03-26 16:00:00+00:00,4977.25002508499
2025-03-26 20:00:00+00:00,4977.25002508499
2025-03-27 00:00:00+00:00,4977.25002508499
2025-03-27 04:00:00+00:00,4977.25002508499
2025-03-27 08:00:00+00:00,4977.25002508499
2025-03-27 12:00:00+00:00,4977.25002508499
2025-03-27 16:00:00+00:00,4977.25002508499
2025-03-27 20:00:00+00:00,4977.25002508499
2025-03-28 00:00:00+00:00,4977.25002508499
2025-03-28 04:00:00+00:00,4977.25002508499
2025-03-28 08:00:00+00:00,4977.25002508499
2025-03-28 12:00:00+00:00,4977.25002508499
2025-03-28 16:00:00+00:00,4977.25002508499
2025-03-28 20:00:00+00:00,4977.25002508499
2025-03-29 00:00:00+00:00,4977.25002508499
2025-03-29 04:00:00+00:00,4977.25002508499
2025-03-29 08:00:00+00:00,4977.25002508499
2025-03-29 12:00:00+00:00,4977.25002508499
2025-03-29 16:00:00+00:00,4977.25002508499
2025-03-29 20:00:00+00:00,4977.25002508499
2025-03-30 00:00:00+00:00,4977.25002508499
2025-03-30 04:00:00+00:00,4977.25002508499
2025-03-30 08:00:00+00:00,4977.25002508499
2025-03-30 12:00:00+00:00,4977.25002508499
2025-03-30 16:00:00+00:00,4977.25002508499
2025-03-30 20:00:00+00:00,4977.25002508499
2025-03-31 00:00:00+00:00,4977.25002508499
2025-03-31 04:00:00+00:00,4977.25002508499
2025-03-31 08:00:00+00:00,4977.25002508499
2025-03-31 12:00:00+00:00,4977.25002508499
2025-03-31 16:00:00+00:00,4977.25002508499
2025-03-31 20:00:00+00:00,4977.25002508499
2025-04-01 00:00:00+00:00,4977.25002508499
2025-04-01 04:00:00+00:00,4977.25002508499
2025-04-01 08:00:00+00:00,4977.25002508499
2025-04-01 12:00:00+00:00,4977.25002508499
2025-04-01 16:00:00+00:00,4977.25002508499
2025-04-01 20:00:00+00:00,4977.25002508499
2025-04-02 00:00:00+00:00,4977.25002508499
2025-04-02 04:00:00+00:00,4977.25002508499
2025-04-02 08:00:00+00:00,4977.25002508499
2025-04-02 12:00:00+00:00,4977.25002508499
2025-04-02 16:00:00+00:00,4977.25002508499
2025-04-02 20:00:00+00:00,4977.25002508499
2025-04-03 00:00:00+00:00,4977.25002508499
2025-04-03 04:00:00+00:00,4977.25002508499
2025-04-03 08:00:00+00:00,4977.25002508499
2025-04-03 12:00:00+00:00,4977.25002508499
2025-04-03 16:00:00+00:00,4977.25002508499
2025-04-03 20:00:00+00:00,4977.25002508499
2025-04-04 00:00:00+00:00,4977.25002508499
2025-04-04 04:00:00+00:00,4977.25002508499
2025-04-04 08:00:00+00:00,4977.25002508499
2025-04-04 12:00:00+00:00,4977.25002508499
2025-04-04 16:00:00+00:00,4977.25002508499
2025-04-04 20:00:00+00:00,4977.25002508499
2025-04-05 00:00:00+00:00,4977.25002508499
2025-04-05 04:00:00+00:00,4977.25002508499
2025-04-05 08:00:00+00:00,4977.25002508499
2025-04-05 12:00:00+00:00,4977.25002508499
2025-04-05 16:00:00+00:00,4977.25002508499
2025-04-05 20:00:00+00:00,4977.25002508499
2025-04-06 00:00:00+00:00,4977.25002508499
2025-04-06 04:00:00+00:00,4977.25002508499
2025-04-06 08:00:00+00:00,4977.25002508499
2025-04-06 12:00:00+00:00,4977.25002508499
2025-04-06 16:00:00+00:00,4977.25002508499
2025-04-06 20:00:00+00:00,4977.25002508499
2025-04-07 00:00:00+00:00,4977.25002508499
2025-04-07 04:00:00+00:00,4977.25002508499
2025-04-07 08:00:00+00:00,4977.25002508499
2025-04-07 12:00:00+00:00,4977.25002508499
2025-04-07 16:00:00+00:00,4977.25002508499
2025-04-07 20:00:00+00:00,4977.25002508499
2025-04-08 00:00:00+00:00,4977.25002508499
2025-04-08 04:00:00+00:00,4977.25002508499
2025-04-08 08:00:00+00:00,4977.25002508499
2025-04-08 12:00:00+00:00,4977.25002508499
2025-04-08 16:00:00+00:00,4977.25002508499
2025-04-08 20:00:00+00:00,4977.25002508499
2025-04-09 00:00:00+00:00,4977.25002508499
2025-04-09 04:00:00+00:00,4977.25002508499
2025-04-09 08:00:00+00:00,4977.25002508499
2025-04-09 12:00:00+00:00,4977.25002508499
2025-04-09 16:00:00+00:00,4977.25002508499
2025-04-09 20:00:00+00:00,4977.25002508499
2025-04-10 00:00:00+00:00,4977.25002508499
2025-04-10 04:00:00+00:00,4977.25002508499
2025-04-10 08:00:00+00:00,4977.25002508499
2025-04-10 12:00:00+00:00,4977.25002508499
2025-04-10 16:00:00+00:00,4977.25002508499
2025-04-10 20:00:00+00:00,4977.25002508499
2025-04-11 00:00:00+00:00,4977.25002508499
2025-04-11 04:00:00+00:00,4977.25002508499
2025-04-11 08:00:00+00:00,4977.25002508499
2025-04-11 12:00:00+00:00,4977.25002508499
2025-04-11 16:00:00+00:00,4977.25002508499
2025-04-11 20:00:00+00:00,4977.25002508499
2025-04-12 00:00:00+00:00,4977.25002508499
2025-04-12 04:00:00+00:00,4977.25002508499
2025-04-12 08:00:00+00:00,4977.25002508499
2025-04-12 12:00:00+00:00,4977.25002508499
2025-04-12 16:00:00+00:00,4977.25002508499
2025-04-12 20:00:00+00:00,4977.25002508499
2025-04-13 00:00:00+00:00,4977.25002508499
2025-04-13 04:00:00+00:00,4977.25002508499
2025-04-13 08:00:00+00:00,4977.25002508499
2025-04-13 12:00:00+00:00,4977.25002508499
2025-04-13 16:00:00+00:00,4977.25002508499
2025-04-13 20:00:00+00:00,4977.25002508499
2025-04-14 00:00:00+00:00,4977.25002508499
2025-04-14 04:00:00+00:00,4977.25002508499
2025-04-14 08:00:00+00:00,4977.25002508499
2025-04-14 12:00:00+00:00,4977.25002508499
2025-04-14 16:00:00+00:00,4977.25002508499
2025-04-14 20:00:00+00:00,4977.25002508499
2025-04-15 00:00:00+00:00,4977.25002508499
2025-04-15 04:00:00+00:00,4977.25002508499
2025-04-15 08:00:00+00:00,4977.25002508499
2025-04-15 12:00:00+00:00,4977.25002508499
2025-04-15 16:00:00+00:00,4977.25002508499
2025-04-15 20:00:00+00:00,4977.25002508499
2025-04-16 00:00:00+00:00,4977.25002508499
2025-04-16 04:00:00+00:00,4977.25002508499
2025-04-16 08:00:00+00:00,4977.25002508499
2025-04-16 12:00:00+00:00,4977.25002508499
2025-04-16 16:00:00+00:00,4977.25002508499
2025-04-16 20:00:00+00:00,4977.25002508499
2025-04-17 00:00:00+00:00,4977.25002508499
2025-04-17 04:00:00+00:00,4977.25002508499
2025-04-17 08:00:00+00:00,4977.25002508499
2025-04-17 12:00:00+00:00,4977.25002508499
2025-04-17 16:00:00+00:00,4977.25002508499
2025-04-17 20:00:00+00:00,4977.25002508499
2025-04-18 00:00:00+00:00,4977.25002508499
2025-04-18 04:00:00+00:00,4977.25002508499
2025-04-18 08:00:00+00:00,4977.25002508499
2025-04-18 12:00:00+00:00,4977.25002508499
2025-04-18 16:00:00+00:00,4977.25002508499
2025-04-18 20:00:00+00:00,4977.25002508499
2025-04-19 00:00:00+00:00,4977.25002508499
2025-04-19 04:00:00+00:00,4977.25002508499
2025-04-19 08:00:00+00:00,4977.25002508499
2025-04-19 12:00:00+00:00,4977.25002508499
2025-04-19 16:00:00+00:00,4977.25002508499
2025-04-19 20:00:00+00:00,4977.25002508499
2025-04-20 00:00:00+00:00,4977.25002508499
2025-04-20 04:00:00+00:00,4977.25002508499
2025-04-20 08:00:00+00:00,4977.25002508499
2025-04-20 12:00:00+00:00,4977.25002508499
2025-04-20 16:00:00+00:00,4977.25002508499
2025-04-20 20:00:00+00:00,4977.25002508499
2025-04-21 00:00:00+00:00,4977.25002508499
2025-04-21 04:00:00+00:00,4977.25002508499
2025-04-21 08:00:00+00:00,4977.25002508499
2025-04-21 12:00:00+00:00,4977.25002508499
2025-04-21 16:00:00+00:00,4977.25002508499
2025-04-21 20:00:00+00:00,4977.25002508499
2025-04-22 00:00:00+00:00,4977.25002508499
2025-04-22 04:00:00+00:00,4977.25002508499
2025-04-22 08:00:00+00:00,4977.25002508499
2025-04-22 12:00:00+00:00,4977.25002508499
2025-04-22 16:00:00+00:00,4977.25002508499
2025-04-22 20:00:00+00:00,4977.25002508499
2025-04-23 00:00:00+00:00,4977.25002508499
2025-04-23 04:00:00+00:00,4977.25002508499
2025-04-23 08:00:00+00:00,4977.25002508499
2025-04-23 12:00:00+00:00,4977.25002508499
2025-04-23 16:00:00+00:00,4977.25002508499
2025-04-23 20:00:00+00:00,4977.25002508499
2025-04-24 00:00:00+00:00,4977.25002508499
2025-04-24 04:00:00+00:00,4977.25002508499
2025-04-24 08:00:00+00:00,4977.25002508499
2025-04-24 12:00:00+00:00,4977.25002508499
2025-04-24 16:00:00+00:00,4977.25002508499
2025-04-24 20:00:00+00:00,4977.25002508499
2025-04-25 00:00:00+00:00,4977.25002508499
2025-04-25 04:00:00+00:00,4977.25002508499
2025-04-25 08:00:00+00:00,4977.25002508499
2025-04-25 12:00:00+00:00,4977.25002508499
2025-04-25 16:00:00+00:00,4977.25002508499
2025-04-25 20:00:00+00:00,4977.25002508499
2025-04-26 00:00:00+00:00,4977.25002508499
2025-04-26 04:00:00+00:00,4977.25002508499
2025-04-26 08:00:00+00:00,4977.25002508499
2025-04-26 12:00:00+00:00,4977.25002508499
2025-04-26 16:00:00+00:00,4977.25002508499
2025-04-26 20:00:00+00:00,4977.25002508499
2025-04-27 00:00:00+00:00,4977.25002508499
2025-04-27 04:00:00+00:00,4977.25002508499
2025-04-27 08:00:00+00:00,4977.25002508499
2025-04-27 12:00:00+00:00,4977.25002508499
2025-04-27 16:00:00+00:00,4977.25002508499
2025-04-27 20:00:00+00:00,4977.25002508499
2025-04-28 00:00:00+00:00,4977.25002508499
2025-04-28 04:00:00+00:00,4977.25002508499
2025-04-28 08:00:00+00:00,4977.25002508499
2025-04-28 12:00:00+00:00,4977.25002508499
2025-04-28 16:00:00+00:00,4977.25002508499
2025-04-28 20:00:00+00:00,4977.25002508499
2025-04-29 00:00:00+00:00,4977.25002508499
2025-04-29 04:00:00+00:00,4977.25002508499
2025-04-29 08:00:00+00:00,4977.25002508499
2025-04-29 12:00:00+00:00,4977.25002508499
2025-04-29 16:00:00+00:00,4977.25002508499
2025-04-29 20:00:00+00:00,4977.25002508499
2025-04-30 00:00:00+00:00,4977.25002508499
2025-04-30 04:00:00+00:00,4977.25002508499
2025-04-30 08:00:00+00:00,4977.25002508499
2025-04-30 12:00:00+00:00,4977.25002508499
2025-04-30 16:00:00+00:00,4977.25002508499
2025-04-30 20:00:00+00:00,4977.25002508499
2025-05-01 00:00:00+00:00,4977.25002508499
2025-05-01 04:00:00+00:00,4977.25002508499
2025-05-01 08:00:00+00:00,4977.25002508499
2025-05-01 12:00:00+00:00,4977.25002508499
2025-05-01 16:00:00+00:00,4977.25002508499
2025-05-01 20:00:00+00:00,4977.25002508499
2025-05-02 00:00:00+00:00,4977.25002508499
2025-05-02 04:00:00+00:00,4977.25002508499
2025-05-02 08:00:00+00:00,4977.25002508499
2025-05-02 12:00:00+00:00,4977.25002508499
2025-05-02 16:00:00+00:00,4977.25002508499
2025-05-02 20:00:00+00:00,4977.25002508499
2025-05-03 00:00:00+00:00,4977.25002508499
2025-05-03 04:00:00+00:00,4977.25002508499
2025-05-03 08:00:00+00:00,4977.25002508499
2025-05-03 12:00:00+00:00,4977.25002508499
2025-05-03 16:00:00+00:00,4977.25002508499
2025-05-03 20:00:00+00:00,4977.25002508499
2025-05-04 00:00:00+00:00,4977.25002508499
2025-05-04 04:00:00+00:00,4977.25002508499
2025-05-04 08:00:00+00:00,4977.25002508499
2025-05-04 12:00:00+00:00,4977.25002508499
2025-05-04 16:00:00+00:00,4977.25002508499
2025-05-04 20:00:00+00:00,4977.25002508499
2025-05-05 00:00:00+00:00,4977.25002508499
2025-05-05 04:00:00+00:00,4977.25002508499
2025-05-05 08:00:00+00:00,4977.25002508499
2025-05-05 12:00:00+00:00,4977.25002508499
2025-05-05 16:00:00+00:00,4977.25002508499
2025-05-05 20:00:00+00:00,4977.25002508499
2025-05-06 00:00:00+00:00,4977.25002508499
2025-05-06 04:00:00+00:00,4977.25002508499
2025-05-06 08:00:00+00:00,4977.25002508499
2025-05-06 12:00:00+00:00,4977.25002508499
2025-05-06 16:00:00+00:00,4977.25002508499
2025-05-06 20:00:00+00:00,4977.25002508499
2025-05-07 00:00:00+00:00,4977.25002508499
2025-05-07 04:00:00+00:00,4977.25002508499
2025-05-07 08:00:00+00:00,4977.25002508499
2025-05-07 12:00:00+00:00,4977.25002508499
2025-05-07 16:00:00+00:00,4977.25002508499
2025-05-07 20:00:00+00:00,4977.25002508499
2025-05-08 00:00:00+00:00,4977.25002508499
2025-05-08 04:00:00+00:00,4977.25002508499
2025-05-08 08:00:00+00:00,4977.25002508499
2025-05-08 12:00:00+00:00,4977.25002508499
2025-05-08 16:00:00+00:00,4977.25002508499
2025-05-08 20:00:00+00:00,4977.25002508499
2025-05-09 00:00:00+00:00,4976.469449197331
2025-05-09 04:00:00+00:00,4998.470660096984
2025-05-09 08:00:00+00:00,4996.699827552712
2025-05-09 12:00:00+00:00,4989.783896389576
2025-05-09 16:00:00+00:00,4993.971638664193
